ID,POSITION_X,POSITION_Y
1,501.932,185.019
2,579.977,245.09
3,831.668,385.608
4,825.049,435.878
5,826.195,420.901
6,825.917,475.81
7,831.668,489.109
8,682.712,488.354
9,831.668,557.804
10,831.668,567.879
11,831.668,579.786
12,816.128,595.845
13,765.908,621.289
14,767.097,627.038
15,831.668,633.827
16,810.433,635.223
17,818.529,637.988
18,831.668,392.936
