ID,POSITION_X,POSITION_Y
1,663.15,425.392
2,989.738,457.896
3,992.718,476.495
4,982.973,499.137
5,1000.289,507.421
6,989.09,509.077
7,727.885,544.361
8,847.663,548.192
9,938.313,560.818
10,743.689,583.777
11,1004.78,583.45
12,994.076,588.072
13,1004.78,611.844
14,797.968,613.464
15,999.387,626.486
16,1004.78,651.229
17,988.29,647.854
18,1004.78,669.548
19,670.962,313.031
20,598.007,336.441
